"ramName","ramPrice","ramScore"
"Corsair CML32GX3M4A1600C10 8GB",172.99,13151
"Kingston 9905402-416.A00LF 2GB",NA,13150
"Ramaxel Technology RMR5030MN68F9F1600 4GB",NA,13149
"Mushkin 999015 4GB",NA,13148
"Corsair CM3B4G1D1600K11S 4GB",NA,13147
"Corsair CMV4GX3M1C1600C11 4GB",22.99,13146
"Kingston 99U5584-016.A00LF 4GB",NA,13146
"Kingston TSB1600D3S11ELD/4G 4GB",NA,13145
"Crucial Technology BLS8G3D18ADS3.16FE 8GB",187.93,13143
"Kingston 9905403-437.A01LF 4GB",NA,13143
"G Skill Intl F3-12800CL8-4GBZH 4GB",NA,13143
"Transcend Information JM1600KLH-8G 8GB",NA,13141
"Kingston 99U5428-053.A00LF 8GB",NA,13141
"Corsair CMG6GX3M3A2000C8 2GB",NA,13140
"Transcend Information TS1GLK64V6H 8GB",NA,13139
"Kingston HP691160-H65-MCN 8GB",NA,13137
"Corsair CMP24GX3M6A1600C9 4GB",NA,13136
"Crucial Technology BLT2G3D1608DT2TXRG 2GB",9.99,13134
"Crucial Technology M471B1G73DB0-YK0 8GB",31.27,13133
"Patriot Memory (PDP Systems) 2133 CL11 Series 4GB",NA,13130
"Kingmax Semiconductor FLGF65F-D8KQB 4GB",NA,13130
"Nanya Technology M2X4G64CB88CHN-DG 4GB",NA,13129
"Kingston 99U5471-038.A00LF 8GB",NA,13129
"Teikon TMT41GU6BFR8C-PBHJ 8GB",NA,13126
"Hynix Semiconductor (Hyundai Electronics) HMT41GU6BFR8A-PB 8GB",NA,13126
"Kingston KHX1600C9D3/8GX 8GB",NA,13126
"G Skill Intl F3-10666CL9-8GBNT 8GB",27.65,13125
"Silicon Power Computer & Communications DCLT8GN128S 8GB",NA,13124
"Strontium SRT8G86U2-P9M 8GB",NA,13121
"Corsair CMP16GX3M4X1600C7 4GB",234.99,13120
"Strontium SRT4G86U1-H9M 4GB",NA,13119
"Mushkin 991982 (996982) 4GB",79.99,13119
"Corsair CMZ8GX3M1A1600C10 8GB",42.61,13119
"Crucial Technology RM51264BA1339.16FM 4GB",NA,13118
"Kingston 99U5402-137.A00LF 4GB",NA,13118
"Transcend Information TS512MLK64V6N 4GB",NA,13117
"Micron Technology 16KTF51264AZ-1G4M1 4GB",NA,13116
"Kllisre Kllisre D3U8G1600 8GB",NA,13116
"Corsair CMD32GX3M4A2133C9 8GB",279.99,13114
"Golden Empire CL9-11-9 D3-2133 4GB",NA,13109
"Crucial Technology CB16GS2400.C16E 16GB",NA,13107
"PNY Electronics 8GBH2X04E99924-15- 8GB",NA,13106
"Kingston 99U5458-005.A00LF 4GB",NA,13106
"G Skill Intl F3-12800CL9-4GBSQ 4GB",12.83,13100
"Kingston 99U5474-041.A00LF 4GB",NA,13099
"Smart Modular SMS4TDC3C0K0446SCG 4GB",NA,13098
"Kingston KHX1866C11D3/8G 8GB",NA,13098
"A-DATA Technology AO1P26KC8T1-BPXS 8GB",NA,13097
"Nanya Technology M2F4G64CB88D7N-DI 4GB",NA,13090
"AMD R5S34G1601U1S 4GB",NA,13090
"Kingmax Semiconductor FLGF65F-D8WMB 4GB",NA,13089
"Nanya Technology M2F4G64CB88C7N-DI 4GB",NA,13089
"Kingston KHX2133C11S3L/4G 4GB",NA,13088
"Micron Technology 4ATF51264AZ-2G3H1R 4GB",NA,13087
"Corsair CMZ16GX3M4X2133C11 4GB",109.99,13086
"A-DATA Technology AD63I1B0823EV 2GB",NA,13084
"SK Hynix HMT351U7BFR8C-H9 4GB",NA,13084
"Kingston 99U5402-464.A00LF 4GB",NA,13083
"Nanya Technology NT2GC64B88B0NF-CG 2GB",NA,13081
"Mushkin 996778CH 2GB",NA,13080
"Wilk Elektronik S.A. GY1600D364L10/8G 8GB",NA,13080
"Kingmax Semiconductor FLFF65F-C8KM9 4GB",NA,13080
"Crucial Technology CT8G4SFD8213.C16FBD2 8GB",NA,13079
"Kingston 9905458-009.A00LF 2GB",NA,13079
"Crucial Technology CT102464BF160B.C16 8GB",28.99,13076
"Avexir Technologies Corporation DDR3-1600 CL11 8GB 8GB",NA,13074
"Corsair CML16GX3M2A1600C10 8GB",132.95,13073
"Corsair CMSO8GX3M1A1600C11 8GB",37.99,13071
"Corsair CMSX8GX3M1A1600C10 8GB",46.99,13070
"Kingston 99U5458-005.A01LF 4GB",NA,13066
"Patriot Memory (PDP Systems) PSD32G13332 2GB",22.99,13061
"Corsair CMX16GX3M2A1600C11 8GB",165.29,13060
"OCZ OCZ3OB1600LV2G 2GB",NA,13057
"Kingston KHX1866C11S3/8G 8GB",NA,13055
"G Skill Intl F4-2666C16-4GRB 4GB",NA,13051
"Transcend Information TS256MLK64V6N 2GB",NA,13051
"Corsair CMV8GX3M1A1600C11 8GB",38.99,13051
"Crucial Technology CT16G4SFD8213.C16FAD 16GB",41,13050
"Crucial Technology BLS8G3N169ES4.16FE 8GB",83.99,13050
"G Skill Intl F3-12800CL9-2GBZL 2GB",NA,13050
"Golden Empire CL10-10-10 D3-1866 4GB",NA,13048
"Corsair CM3B4G2C1600L9 4GB",NA,13047
"Apacer Technology 78.C2GF6.AU20B 8GB",NA,13046
"Hynix Semiconductor (Hyundai Electronics) HMT41GU6DFR8A-PB 8GB",NA,13045
"Crucial Technology BLS8G3D1339DS1S00. 8GB",29.99,13044
"Patriot Memory (PDP Systems) 186C0 V3 Series 8GB",NA,13043
"Neo Forza NMSO380D81-1600C 8GB",NA,13041
"Kingston CBD32D4S2D8ME-32 32GB",NA,13038
"Crucial Technology BLT4G3D21BCT1J.8FN 4GB",NA,13035
"Corsair CMZ32GX3M4X1600C10 8GB",249.99,13033
"Crucial Technology ST102464BF160B.16F 8GB",NA,13031
"Kingston KHX1866C9D3/8GX 8GB",NA,13030
"Kingston 9905471-022.A00LF 4GB",NA,13029
"Smart Modular SF5641G8CJ8NWMNSEG 8GB",NA,13027
"Kingston 9905471-060.A00LF 8GB",NA,13026
"Nanya Technology M2S4G64CB8HG5N-DI 4GB",NA,13023
"G Skill Intl F3-17000CL11-4GBZL 4GB",NA,13021
"Samsung M378B5673GB0-CH9 2GB",NA,13019
"Kllisre KHX1866C10D3/8G 8GB",NA,13018
"Kingston ACR16D3LU1KBG/8G 8GB",NA,13018
"Patriot Memory (PDP Systems) 1333EL Series 4GB",59.99,13015
"Corsair CMSX16GX3M2B1600C9 8GB",129.94,13015
"Elpida EBJ41EF8BCFA-DJ-F 4GB",NA,13015
"Kingston 9905584-032.A01LF 4GB",NA,13014
"Kingston X7C75G-HYC 4GB",NA,13010
"Kingston 99P5471-004.A01LF 4GB",NA,13009
"Micron Technology 18KSF51272AZ-1G4M1 4GB",NA,13009
"Micron Technology Atermiter 16GB",NA,13008
"PNY Electronics 8GBH2X04E99927-15 8GB",NA,13008
"Wilk Elektronik S.A. GR1600D364L11/8G 8GB",NA,13007
"Micron Technology 16KTF51264HZ-1G6M1 4GB",48,13007
"Team Group Inc. DDR4 2666 8GB",NA,13004
"Samsung M378B5273CH0-CH9 4GB",NA,13002
"Crucial Technology BLS8G4D240FSE.M16FAD 8GB",NA,13000
"Kingston 9905403-192.A00LF 4GB",NA,13000
"A-DATA Technology AO2P26KCST2-BZJSHC 16GB",NA,12999
"G Skill Intl F3-12800CL8-4GBXM 4GB",26.99,12999
"Kingston 9905403-126.A02LF 2GB",NA,12998
"Transcend Information JM1333KLU-2G 2GB",NA,12997
"Kingston 9905403-579.A00G 8GB",NA,12997
"SK Hynix HMT41GU7BFR8A-PB 8GB",NA,12993
"G Skill Intl F3-19200C10-8GBZHD 8GB",NA,12991
"Corsair CMT6GX3M3A1600C7 2GB",NA,12990
"Shenzhen Xingmem Technology Corp KRE-D3U1600M/4G 4GB",NA,12989
"Ramaxel Technology RMR1870EC58E9F1333 4GB",NA,12985
"Samsung M379B5273CH0-CH9 4GB",NA,12984
"Corsair CMT32GX3M4X1866C9 8GB",424.99,12983
"Kingston 9905403-169.A00LF 2GB",NA,12981
"Transcend Information JM1600KLH-4G 4GB",NA,12980
"ISD Technology Limited IMT41GU6MFR8C-RA0 8GB",NA,12980
"Crucial Technology CT32G4SFS8320.C8FD1 32GB",NA,12977
"Kingston XXP4XH-HYB 2GB",NA,12977
"Kingston 9905428-086.A00LF 4GB",NA,12975
"Kingston 99U5458-009.A00LF 8GB",NA,12975
"Kingston 99U5474-022.A00LF 2GB",NA,12974
"Samsung M471B5173BH0-CK0 4GB",19,12973
"Hynix Semiconductor (Hyundai Electronics) DMT451E6AFR8C-PB 4GB",NA,12972
"Transcend Information JM1333KLN-4G 4GB",NA,12968
"Crucial Technology CT102464BA1339.C16 8GB",21.99,12967
"Gloway International Co Ltd TYA4U2666D19081C 8GB",NA,12954
"Corsair CMD64GX4M8A2400C14 8GB",894.83,12949
"Kingston 9905428-086.A00G 4GB",NA,12946
"ASint Technology SLA302G08-EDJ1C 4GB",NA,12944
"Samsung M391B5273DH0-YH9 4GB",44,12943
"Corsair CMZ32GX3M4A2133C10 8GB",289.99,12942
"Corsair CMX32GX3M4A1333C9 8GB",401.41,12942
"Mushkin 994031 8GB",159.99,12941
"G Skill Intl F4-3333C16-4GRKD 4GB",NA,12936
"Samsung M393B5173QH0-CMA 4GB",NA,12936
"Micron Technology 18KSF1G72AZ-1G6E1 8GB",NA,12935
"Crucial Technology CT16G4SFS8266.C8FB 16GB",30.99,12933
"A-DATA Technology AM2U16BC4P2-B05J 4GB",NA,12933
"Crucial Technology CT102464BF1339.M16 8GB",51.99,12931
"Kingston 9905403-153.A00LF 2GB",NA,12927
"Kingston 9905471-021.A00LF 4GB",NA,12926
"Kingston 99U5403-456.A00LF 8GB",NA,12926
"Wilk Elektronik S.A. GR1600S364L11/8G 8GB",NA,12920
"takeMS – Ultron AG TMS4GB364E081139PE 4GB",NA,12920
"Kingston 99U5469-045.A00LF 4GB",NA,12919
"Kingston 9905630-039.A00G 16GB",NA,12916
"Panram International Corporation PUD31600C114G2VS 4GB",NA,12916
"G Skill Intl F3-1600C9-8GXM 8GB",NA,12913
"Corsair CMZ16GX3M4A1600C9 4GB",109.99,12911
"Smart Modular SH564128FH8N6TNSQR 4GB",NA,12911
"Crucial Technology CT102464BF160B.M16 8GB",41.99,12911
"Micron Technology AFSD416ES1P 16GB",NA,12907
"Samsung M471B1G73EB0-YK0 8GB",31.75,12906
"Samsung M471B1G73BH0-YK0 8GB",34,12906
"Shenzhen Yong Sheng Technology HMT41GS6BFR8A-PB 8GB",NA,12902
"A-DATA Technology AM2L16BC8R2-B0XS 8GB",NA,12900
"Kingmax Semiconductor FLGF65F-D8KMB 4GB",NA,12899
"G Skill Intl F3-2133C9-8GZH 8GB",NA,12899
"OCZ OCZ3G1333LVAM2G 2GB",NA,12895
"Team Group Inc. Vulcan-1866 4GB",NA,12893
"AMD R9S416G4006U2K 8GB",NA,12892
"Heoriady 16KTF1G64HZ-1G6E1 8GB",26,12892
"Patriot Memory (PDP Systems) PSD38G16002 8GB",28.99,12891
"Kingston KHX1600C9S3L/4G 4GB",NA,12890
"Kingston 9905734-017.A00G 16GB",NA,12888
"Kingston KHX1600C9S3/4GX 4GB",NA,12886
"Crucial Technology CT8G4SFRA266.C16FG 8GB",26.1,12884
"G Skill Intl F3-1600C11-8GRSL 8GB",NA,12884
"Corsair CMP32GX3M4X1600C10 8GB",324.99,12884
"Kingston 9905428-422.A00LF 8GB",NA,12884
"Kingston 99U5471-030.A00LF 8GB",NA,12882
"G Skill Intl F3-1600C11-8GNT 8GB",NA,12881
"Strontium SRT8G86S1-P9H 8GB",NA,12881
"Silicon Power Computer & Communications SP004GBLTU160N02 4GB",NA,12879
"Ramaxel Technology RMR5030EF68F9W1600 4GB",NA,12874
"Kingston ACR16D3LU1KFG/4G 4GB",NA,12873
"Corsair CMY32GX3M4A1600C9 8GB",168.99,12869
"Micron Technology 8KTF51264HZ-1G6N1 4GB",NA,12868
"PNY Technologies, Inc.  4GB",NA,12866
"Hynix Semiconductor (Hyundai Electronics) DMT451E6AFR8C-H9 4GB",NA,12864
"G Skill Intl F3-1600C9-4GRSL 4GB",NA,12863
"Patriot Memory (PDP Systems) PSD32G133381 2GB",23.9,12859
"Corsair CMZ64GX3M8A1866C9 8GB",329.99,12858
"Micron Technology 16ATF1G64AZ-2G1A1 8GB",NA,12854
"Kingmax Semiconductor FLFD45F-B8KG9 1GB",NA,12853
"Kingston 9905471-053.A00LF 8GB",NA,12852
"Kllisre KRE-D3S1600M/8G 8GB",NA,12852
"Kingston 9905428-426.A00LF 8GB",NA,12851
"G Skill Intl F3-12800CL9-2GBNQ 2GB",26.99,12850
"Crucial Technology CT102464BF160B-16F 8GB",NA,12849
"Patriot Memory (PDP Systems) 1600 CL9 Series 4GB",NA,12848
"Crucial Technology CT25664BA160BJ.M4F 2GB",NA,12846
"Kingston 9905471-010.A00LF 4GB",NA,12845
"Silicon Power Computer & Communications DCST8GN128S 8GB",NA,12844
"Kingston 99U5403-427.A00LF 8GB",NA,12844
"Kingston 9965525-018.A00LF 4GB",NA,12842
"Patriot Memory (PDP Systems) 1600 CL10 Series 8GB",NA,12838
"Corsair CMK128GX4M8B3000C16 16GB",764.99,12837
"G Skill Intl F3-2133C9-8GXH 8GB",NA,12837
"Mushkin 991768 (996768) 2GB",21.97,12836
"Super Talent SUPERTALENT02 4GB",NA,12833
"Apacer Technology 78.C1GER.ATE0C 8GB",NA,12832
"Wilk Elektronik S.A. GY1866D364L9A/4G 4GB",NA,12832
"A-DATA Technology AM2U139C4P2-S01S 4GB",NA,12831
"Crucial Technology RM25664BA1339.8FR 2GB",NA,12831
"Transcend Information TS1GSK64V6H 8GB",NA,12827
"Kingston 9965669-031.A00G 16GB",NA,12826
"Corsair CMY8GX3M2C1600C9 4GB",295.98,12826
"SK Hynix DMT451E6AFR8C-H9 4GB",NA,12825
"Golden Empire CL9-9-9 DDR3 1600 4GB",NA,12825
"A-DATA Technology DDR3 1600G 2OZ 2GB",NA,12824
"Kingston 9905743-057.A00G 16GB",NA,12822
"Samsung M391B5673EH1-CH9 2GB",14,12822
"SK Hynix HMT351U6BFR8C-H9 4GB",NA,12822
"Transcend Information TS1GSH64V4B 8GB",NA,12821
"G Skill Intl F3-12800CL9-4GBXL 4GB",47.95,12821
"A-DATA Technology DDR3L 1600G 4GB",NA,12821
"Kingston 99U5402-052.A00LF 4GB",NA,12821
"Unigen Corporation UG25U6400N8SU-BDO 2GB",NA,12819
"Crucial Technology CT51264BA160BJ.M8F 4GB",NA,12816
"Hynix Semiconductor (Hyundai Electronics) HMT41GR7AFR8C-RD 8GB",NA,12814
"Kingston KHX1600C9D3L/4GX 4GB",NA,12814
"Corsair CMZ16GX3M2A1866C9 8GB",75.99,12810
"Kingston 9905458-017.A01LF 4GB",NA,12809
"Kingston 9905474-040.A00LF 4GB",NA,12809
"Kingston 9905403-149.A01LF 4GB",NA,12807
"Corsair CMD64GX4M8A2800C16 8GB",NA,12806
"Crucial Technology CT51264BF160B.C16F 4GB",15.47,12804
"Aquarius Production Company LLC 16G-D3-1600-MR 8GB",NA,12804
"Kingston 9965596-036.B00G 8GB",NA,12802
"G Skill Intl F3-12800CL9-4GBSR1 4GB",NA,12801
"Kingston 9905584-023.A00LF 4GB",NA,12798
"Kingston 99U5471-002.A01LF 2GB",NA,12796
"Ramaxel Technology RMR5040EB68FAW1600 8GB",NA,12795
"Hynix Semiconductor (Hyundai Electronics) DMT451E6BFR8C-PB 4GB",NA,12794
"Kingston 99U5402-071.A00LF 4GB",NA,12792
"Kingston KP4T2F-MIN 4GB",NA,12790
"SK Hynix HMT325U7EFR8C-RD 2GB",NA,12787
"Kingston 99U5403-034.A00LF 4GB",NA,12786
"SK Hynix HMT325U6BFR8C-H9 2GB",NA,12785
"G Skill Intl F3-1333C9-4GAO 4GB",NA,12782
"Transcend Information JM2666HSE-16G 16GB",53.95,12781
"Micron Technology 18ASF4G72PDZ-3G2B2 32GB",NA,12781
"Silicon Power Computer & Communications DCLT8GN128",NA,12781
"Elpida EBJ81UG8BAS0-DJ-F 8GB",NA,12780
"Kingston 9905403-449.A00LF 4GB",NA,12778
"Kingmax Semiconductor FSGG43F-D8KLB 8GB",NA,12778
"Ramaxel Technology RMT3170EB68E9W1600 4GB",NA,12777
"Corsair CMZ32GX3M8X1600C9 4GB",399.99,12777
"Corsair CM3X2G1600C9NX 2GB",NA,12773
"Kingston 99U5403-436.A00LF 8GB",NA,12773
"ASint Technology SSA302G08-GGNHC 4GB",NA,12772
"Mushkin 99[2/7/4]197F 8GB",88.32,12770
"Corsair CMD64GX3M8A2133C9 8GB",629.99,12770
"Kingston 99U5471-020.A00LF 4GB",NA,12769
"Hynix Semiconductor (Hyundai Electronics) HMT351U6CFR8C-H9 4GB",NA,12767
"Kingston 99U5403-160.A00LF 8GB",NA,12767
"Patriot Memory (PDP Systems) PSD34G13332 4GB",18.99,12764
"Shenzhen Yong Sheng Technology HMT351U6EFR8A-PB 8GB",NA,12762
"Kingston 99U5595-002.A00LF 2GB",NA,12762
"Patriot Memory (PDP Systems) P34G211UX 4GB",NA,12761
"SK Hynix HMT351U6CFR8C-H9 4GB",NA,12758
"TwinMOS 9D7TCO4E-TATP 8GB",NA,12758
"Kingston KNWMX1-HYA 4GB",20,12757
"Kingston 9905403-197.A00LF 4GB",NA,12756
"Kingston 9965525-026.A00LF 8GB",NA,12755
"Corsair CMR64GX4M8X3800C19 8GB",889.99,12753
"Kingston 99P5471-021.A00LF 4GB",NA,12752
"Kingston KHX1600C9D3L/8GX 8GB",NA,12751
"Kingston 99U5428-072.A00G 8GB",NA,12750
"Micron Technology 18JSF1G72AZ-1G9E2 8GB",NA,12750
"Kingston 99U5471-056.A00LF 8GB",NA,12749
"SK Hynix HMT451S6BFR8A-PB 4GB",NA,12748
"Team Group Inc. Vulcan-1600 4GB",NA,12747
"Kingston 99U5403-468.A00LF 8GB",NA,12746
"Avant Technology F6456U66F1600G 2GB",NA,12746
"Kingston ACR24D4U7D8MB-16 16GB",NA,12742
"Transcend Information TS1GKR72V8H 8GB",NA,12742
"SK Hynix HMT41GS6BFR8A-PB 8GB",NA,12742
"SK Hynix HMA82GR7CJR8N-XN 16GB",NA,12739
"Unifosa Corporation HU524303EP0200 2GB",NA,12739
"Corsair CML8GX3M1A1600C10 8GB",43.99,12737
"Patriot Memory (PDP Systems) PSD34G160081S 4GB",NA,12734
"Micron Technology 8KTF51264HZ-1G6E2 4GB",29.9,12733
"Nanya Technology M2Y2G64CB8HA9N-DG 2GB",NA,12732
"Kingston 9905598-009.A00G 8GB",NA,12731
"Samsung M471A1G43EB1-CPB 8GB",NA,12730
"Crucial Technology CT102464BF186DJ.M8 8GB",NA,12729
"G Skill Intl F3-2133C9-4GAB 4GB",NA,12727
"Samsung M378B5673EH1-CF8 2GB",NA,12725
"Kingston KN2M64-HYA 8GB",NA,12725
"G Skill Intl F3-1600C11-4GSL 4GB",NA,12725
"Corsair CMX4GX3M1A1600C11 4GB",49.99,12724
"Mushkin 992000 (997000) 4GB",160.77,12723
"Samsung M378B2873FHS-CH9 1GB",NA,12722
"SK Hynix HMT41GS6AFR8A-PB 8GB",NA,12721
"G Skill Intl F3-2133C10-8GAB 8GB",NA,12720
"Avexir Technologies Corporation DDR3-1600 CL9 4GB ",NA,12713
"Patriot Memory (PDP Systems) PSD48G213381S 8GB",NA,12712
"Elpida EBJ40EG8BFWB-JS-F 4GB",NA,12712
"Corsair CMX8GX3M2A1600C9 4GB",52.49,12710
"Crucial Technology CT25664BD160B.M8FM 2GB",NA,12707
"Kingston KHX1866C10S3L/8G 8GB",NA,12704
"Kingston KHX1600C9D3/4GX 4GB",NA,12703
"Hynix Semiconductor (Hyundai Electronics) HMT451U6BFR8A-PB 4GB",NA,12701
"Strontium EVMT8G1600U86S 8GB",NA,12701
"Kingston 9905403-579.A00LF 8GB",NA,12701
"Micron Technology 16KTF1G64HZ-1G6P1 8GB",NA,12700
"SK Hynix S949A4UUH-ITR 16GB",NA,12699
"Samsung M471B1G73QH0-YK0 8GB",NA,12698
"Kingston 99U5428-049.A00LF 4GB",NA,12698
"Kingston 9905402-571.A00LF 4GB",NA,12697
"Corsair CMSX16GX3M2C1866C1 8GB",119.99,12695
"Crucial Technology CT16G4SFS832A.M8FE 16GB",NA,12693
"Kingston MSI16D3LS1MNG/4G 4GB",NA,12693
"Kingston 99U5402-034.A00LF 4GB",NA,12691
"Kingston 99U5402-522.A00LF 4GB",NA,12690
"Mushkin 992104 (997104) 8GB",178.99,12690
"Kingston KHX2133C11D3/4GX 4GB",NA,12689
"G Skill Intl F3-1866C10-4GRSL 4GB",NA,12689
"G Skill Intl F3-16000CL9-4GBFL 4GB",NA,12687
"PNY Technologies, Inc. 8GBH2X04F91927-15 8GB",NA,12682
"Mushkin 99[2/7/4]199F 8GB",82.99,12681
"A-DATA Technology MI74C1D167HZ1 8GB",NA,12681
"Wilk Elektronik S.A. GR1333S364L9/4G 4GB",NA,12675
"SK Hynix HMT451S6AFR8C-PB 4GB",NA,12674
"Kingmax Semiconductor FLFF65F-C8MF9 4GB",NA,12673
"SK Hynix HMT351S6CFR8C-PB 4GB",NA,12672
"Kingston 9965657-011.A00G 16GB",NA,12671
"G Skill Intl F3-1866C10-8GXL 8GB",NA,12671
"Crucial Technology CT25664BA1339.C8F1 2GB",26.68,12667
"Patriot Memory (PDP Systems) PSD34G16002 4GB",41.99,12663
"Corsair CMZ12GX3M3A1600C9 4GB",69.99,12660
"A-DATA Technology DDR3 2400G 2OZ 8GB",NA,12658
"Kingston 99U5469-037.A00LF 4GB",NA,12658
"Crucial Technology BLE4G3D1869DE1TX0. 4GB",33.99,12657
"Samsung M378B1G73BH0-CK0 8GB",84.99,12657
"Samsung M471B5273DH0-CK0 4GB",16.85,12653
"Nanya Technology NT4GC64C88C0NS-DI 4GB",NA,12652
"Mushkin 992124 (997124) 8GB",87.99,12650
"G Skill Intl F4-2133C15-8GRK 8GB",139.99,12644
"Kingston 9905471-009.A00LF 4GB",NA,12643
"Patriot Memory (PDP Systems) 1600 CL11 Series 4GB",NA,12643
"Kingmax Semiconductor FLGG45F-D8KMB 8GB",NA,12640
"Patriot Memory (PDP Systems) PSD38G13332 8GB",36.78,12639
"Kingston 9905403-478.A00LF 4GB",NA,12637
"Elpida EBJ40UG8EFU0-GN-F 4GB",NA,12635
"Hynix Semiconductor (Hyundai Electronics) HMT325U7EFR8C-RD 2GB",NA,12635
"Nanya Technology NT8GC64B8HB0NS-DI 8GB",NA,12632
"Kingston K1N7HK-ELC 2GB",NA,12629
"Avant Technology J641GU42J7240ND 8GB",NA,12628
"Corsair CMZ6GX3M3A2000C10 2GB",NA,12628
"Kingston 9905403-152.A00LF 2GB",NA,12626
"G Skill Intl F4-3333C16-16GTZSW 16GB",NA,12624
"Ramaxel Technology RMT3160ED58E9W1600 4GB",NA,12624
"Avant Technology F641GU67F9333G 8GB",NA,12623
"Nanya Technology M2F8G64CB8HC9N-DI 8GB",NA,12623
"PNY Electronics 4GBH1X04F1AA28-15 4GB",NA,12623
"PUSKILL PJ16TFK512M8 8GB",NA,12622
"PNY Electronics 8GBH2X04HAAA28-15- 8GB",NA,12621
"Kingston 9905403-003.B00LF 4GB",NA,12621
"A-DATA Technology DDR3 1600 2OZ 4GB",NA,12618
"Samsung M471B1G73DB0-YK0 8GB",49.99,12618
"Kingston 9905471-012.A00LF 4GB",NA,12613
"G Skill Intl F3-17000C11-8GBZLD 8GB",NA,12610
"Corsair CMD16GX3M4B2133C9 4GB",179.99,12609
"Mushkin 99[2/7/4]198F 8GB",229.99,12608
"Mushkin 992119 (997119) 8GB",NA,12608
"Ramaxel Technology RMR5040MM58F9F1600 4GB",NA,12607
"Kingston 9905471-006.A02LF 4GB",NA,12606
"Transcend Information TS1GSK64W6H 8GB",NA,12605
"Crucial Technology ST25664BA1339.8FMR 2GB",NA,12605
"Kingston 99U5428-078.A00LF 8GB",NA,12603
"G Skill Intl F3-12800CL10-8GBXL 8GB",22.84,12603
"Nanya Technology NT2GC64B88G0NF-CG 2GB",NA,12599
"Samsung M471B5173EB0-YK0 4GB",14.32,12597
"SK Hynix HMT351S6AFR8C-G7 4GB",NA,12596
"G Skill Intl F3-2133C9-8GBZH 8GB",NA,12595
"Kingston 99P5471-025.A00LF 8GB",NA,12593
"Kingston 9905403-559.A00LF 8GB",NA,12592
"Crucial Technology ST51264BA1339.16FM 4GB",NA,12591
"Corsair CMSO4GX3M1C1600C11 4GB",35,12590
"OCZ OCZ3G1600LV2G 2GB",NA,12590
"Corsair CMP24GX3M6A1333C9 4GB",NA,12589
"Kingston 9905678-029.A00G 8GB",NA,12587
"Ramaxel Technology RMT3170ME68F9F1600 4GB",NA,12585
"Kingston X4315J-HYA 4GB",NA,12580
"Corsair CMD32GX4M4C3200C14C 8GB",NA,12575
"Elpida EBJ81UG8ECU0-GN-F 8GB",NA,12573
"G Skill Intl F3-1600C11-8GSQ 8GB",NA,12572
"Corsair CMP16GX3M4X1866C9 4GB",290.9,12567
"Samsung M473B5273DH0-YK0 4GB",NA,12566
"Golden Empire CL7-7-7 2GB",NA,12565
"Nanya Technology NT4GC64B8HG0NS-DI 4GB",NA,12563
"Nanya Technology M2P2G64CB88G7N-DG 2GB",NA,12563
"Mushkin 99[1/6/3]988(E/F) 4GB",NA,12562
"Kingston 99U5469-051.A00LF 4GB",NA,12557
"SK Hynix HMT31GR7CFR4A-RD 8GB",NA,12556
"Corsair CMZ8GX3M1A1600C9 8GB",99.99,12556
"Kingston 9905474-041.A00LF 4GB",NA,12556
"SK Hynix HMT425S6AFR6A-PB 2GB",NA,12553
"SK Hynix LX8GDDR3LS1600 8GB",NA,12553
"Micron Technology 18JSF25672AZ-1G4G1 2GB",NA,12551
"Shenzhen Xingmem Technology Corp KRE-D3U1600M/8G 8GB",NA,12549
"Corsair CML8GX3M2A2133C11 4GB",73.99,12547
"Corsair CMY64GX3M8A2133C11 8GB",490.26,12546
"InnoDisk Corporation M4U0-8GG1JCEM 8GB",NA,12543
"Avexir Technologies Corporation T 4GB",NA,12543
"Corsair CMX12GX3M3A1333C9 4GB",166.97,12541
"Elpida EBJ40UG8BBU0-GN-F 4GB",NA,12540
"Kingston 9905403-147.A00LF 2GB",NA,12540
"Samsung M391B1G73EB0-YK0 8GB",99.99,12532
"Kingston 9905402-415.A00LF 2GB",NA,12532
"Corsair CML8GX3M2C1600C9 4GB",59.99,12531
"OCZ OCZ3P20002G 2GB",NA,12531
"G Skill Intl F3-10666CL9-2GBXL 2GB",NA,12527
"Kingston 9905403-439.A00LF 4GB",NA,12526
"Wilk Elektronik S.A. GR1600D364L11/4G 4GB",NA,12525
"Kingston 9905403-519.A00LF 4GB",NA,12525
"Corsair CMD8GX3M4A1333C7 2GB",NA,12524
"Centon Electronics SPD0060 8GB",NA,12522
"A-DATA Technology AM2L16BC8R2-B0QS 8GB",NA,12522
"Kingston 9905402-421.A00LF 2GB",NA,12522
"INTENSO  4GB",NA,12521
"V-Color Technology Inc. TL8G32816D-E6PRWWK 8GB",NA,12520
"Micron Technology 9JSF51272AZ-1G9P1 4GB",NA,12519
"Kingston 9905471-085.A00LF 8GB",NA,12515
"Shenzhen Fanxiang Information Technology UD0208G32A 8GB",NA,12512
"TwinMOS 9DNPBNZB-TATP 4GB",NA,12512
"Micron Technology 16JTF51264AZ-1G4M1 4GB",NA,12510
"SK Hynix HMT325U6EFR8C-PB 2GB",NA,12509
"Kingston HX318C10F/8 8GB",NA,12509
"PNY Technologies, Inc. 8GBH2X04H1BB31-16 8GB",NA,12506
"Mushkin 992043S (997043S) 4GB",NA,12504
"Hynix Semiconductor (Hyundai Electronics) HMT41GU6AFR8C-PB 8GB",NA,12496
